
===== 2026-04-07T20:18:27-04:00 | T5_scene_from_vision =====
cwd=/home/carrt-cse-project/workspace/ros2_kortex_ws
cmd=ros2 run adl_tasks scene_from_vision --ros-args -p scan_prune_unseen_objects:=true -p scan_duration_s:=10.0 

[INFO] [1775607509.582261835] [scene_from_vision_node]: Scene From Vision Node Started
[INFO] [1775607510.618881710] [scene_from_vision_node]: SceneFromVision: Updating planning scene. Tracking 5 object shape(s). memory_mode=True, scan_duration_s=10.0, scan_min_samples=3, scan_prune_unseen_objects=True, continuous_scene_updates=False, latch_first_detection_updates=True, apply_planning_scene_service_updates=True, publish_monitored_planning_scene_updates=True, side_viewpoint=wrist_mounted_camera_color_optical_frame->base_link, reject_table_objects_outside_bounds=False.
[INFO] [1775607510.620856533] [scene_from_vision_node]: SceneFromVision calibration: xy_offset=(0.000, 0.060), z_offset=0.000, yaw_deg=0.00, xy_scale=1.0000, clamp_table_objects_to_table_bounds=False, table_bounds_margin_m=0.030.
[INFO] [1775607510.623024723] [scene_from_vision_node]: SceneFromVision object offsets: remote_axis=y, remote_tag_to_center_sign=1.0, remote_tag_from_end_m=0.020, cube_tag_to_center=(0.000, 0.000), cube_world_offset=(0.000, -0.010), cube_yaw_offset_deg=0.0, medication_face_to_center_m=0.030, cup_face_to_center_m=0.037.
[INFO] [1775607511.626608673] [scene_from_vision_node]: Latched first detection for tag ID 4 into scene memory.
[INFO] [1775607512.119434266] [scene_from_vision_node]: Published obj_4 (new) at x=0.710, y=0.222, z=0.117
[INFO] [1775607978.119816101] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607980.123324608] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607982.624272482] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607984.625880839] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607987.122185597] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607989.121835492] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607991.622093235] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607994.120643269] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607996.121626633] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607998.622485778] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608000.640427182] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608003.122464615] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608005.619714564] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608007.623386555] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608010.126786544] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608012.125437829] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608014.120226214] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608016.128225661] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608018.621287345] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608021.121863505] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608023.119932108] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608025.122650470] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608027.624312557] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608030.120281711] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608032.621253800] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608035.121204215] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608037.127056749] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608039.621844100] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608041.643271461] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608044.125863263] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608046.622419259] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608048.623951720] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608051.121230246] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608053.121864020] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608055.621542488] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608058.121023242] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608060.629676795] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608063.122322268] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608065.122585068] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608067.123129187] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608069.624530754] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608072.126608000] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608074.619601544] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608077.122841909] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608079.623815297] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608082.122253987] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608084.621970603] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608087.120573190] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608089.123690959] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608091.629678674] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608094.122651645] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608096.620764629] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608099.120718273] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608101.119986755] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608103.622988418] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608106.119628273] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608108.620059004] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608111.120694272] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608113.120808241] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608115.620865230] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608117.620082959] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608120.120735299] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608122.123227859] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608124.620304637] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608126.622378770] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608128.625533514] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608131.127522833] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608133.624431505] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608136.119714296] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608138.622362421] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608140.619859500] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608143.121993477] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608145.621077470] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608147.626728265] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608150.120769510] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608152.121382496] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608154.619117676] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608157.120555854] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608159.123524834] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608161.625864723] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608164.119224905] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608166.121982479] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608168.121228866] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608170.620058257] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608172.628605017] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608174.651060633] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608177.120339256] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608179.128617449] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608181.624733341] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608184.122268387] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608186.620882384] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608188.625179723] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608190.625374581] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608193.119100440] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608195.123309296] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608197.622037280] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608200.121281471] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608202.120678212] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608204.130577705] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608206.620543041] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608209.123979045] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608211.620414090] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608213.620156277] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608216.122961261] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608218.121698190] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608220.624601023] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608222.621568189] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608225.122763473] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608227.129015496] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608229.629937674] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608232.119686501] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608234.127916542] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608236.622589261] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608238.625069421] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608241.121467458] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608243.128042009] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608245.620736159] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608247.619773860] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608249.623467585] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608252.123913884] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608254.630447855] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608257.120297931] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608259.620758415] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608262.123134681] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608264.620443300] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608266.622259835] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608269.120954413] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608271.622939869] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608274.120949580] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608276.619291123] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608278.620558991] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608280.622193557] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608283.123781045] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608285.121319675] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608287.124279214] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608289.622036872] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608291.622800768] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608294.120222710] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608296.120254783] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608298.127561841] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608300.625412270] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608303.126650854] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608305.120079190] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608307.620897983] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608309.626465680] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608312.121254351] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608314.620094429] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608316.628658884] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608319.120461003] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608321.121577967] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608323.621061581] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608326.120706360] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608328.622977168] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608331.118880737] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608333.120495665] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608335.619421866] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608337.626216271] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608339.622633598] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608342.122364191] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608344.620209496] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608346.620425171] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608349.120541755] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608351.620021167] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608354.120231769] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608356.120050368] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608358.120173617] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608360.620484567] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608362.626482220] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608365.121636346] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608367.119771955] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608369.125476029] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775608371.622047802] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
